Plant ID,Plant Lineage,Family,Genus,Specific epithet,Cultivar,Scientific Name,Name Status,Reference(s),Parentage,Alternate Name(s),Common Name(s),Habit,Accession Number,Accession Date,Received How,Received As,Abbreviated Name,Infraspecific Rank,Infraspecific Epithet,Provenance,Sampling Technique,Seed Source,Propagation History,Plant Source,Plant Source Accession Number,Plant Source Accession Date,Plant Source Misc.,Index Seminum Year,Index Seminum Item,Collector,Collector Number,Date Collected,Country,Sublocality,Geographic Area,Locality,Collection Latitude,Collection Longitude,Altitude,Altitude Unit,Slope Aspect,Habitat,Soil,Description,Collection Miscellaneous,Associated Taxa,Garden Location,Grid,Quadrant,Garden Latitude,Garden Longitude,Horticulture Zone,Condition Check Date,Condition,Sex,Measurement Date,DBH,DBH Unit,DBH Misc,DBH Accuracy,Height,Height Unit,Height Accuracy,Spread,Spread Unit,Spread Accuracy,Of Conservation Concern,Barcode,Kind of Specimen,Voucher collection date,Verification,Deposited
18294*A,18294,Adoxaceae,Viburnum,molle,,Viburnum molle,Accepted name,"Kruessmann, G. 1986. Manual of Cultivated Broad-leaved Trees &amp; Shrubs. Vol. III. Portland, OR: Timber Press. 510 pp.",,,Kentucky Viburnum,Shrub,18294,7/1/1924,Plant,Viburnum molle,V. molle,,,Collected directly from the wild; origin known,XX,X,U,"Dr. Ernest J. Palmer, Arnold Arboretum, Jamaica Plain, MA, United States",,,,,,"Palmer, E. J.",,,United States,Missouri,,,,,,,,,,,,,13-SW,13,SW,42.30226762,-71.12504584,2.9,8/22/2024,Good,,8/22/2024,,,,,3.5,M,C,,,,0,"00193898, 00174147","HV, HF, HR",,,
719-88*A,719-88,Adoxaceae,Viburnum,opulus,,Viburnum opulus ssp. calvescens,Accepted name,"eFloras no date. Flora of China. Acanthaceae through Valerianaceae. http://www.efloras.org/volume_page.aspx?volume_id=2019&amp;flora_id=2. Missouri Botanical Garden, St. Louis, MO &amp; Harvard University Herbaria, Cambridge, MA.",,"Viburnum sargentii forma calvescens, Viburnum opulus var. calvescens",,Shrub,719-88,7/19/1988,Seed,Viburnum opulus var. calvescens,V. opulus ssp. calv.,ssp.,calvescens,Collected directly from the wild; origin known,,,,"Botanic Gardens Koishikawa, Tokyo 112, Japan",,,,,,,,,Japan,Yamagata Prefecture,,Yonezawa-shi,,,,,,,,,,,14-NW,14,NW,42.30275449,-71.12354808,2.9,2/19/2020,Alive,,10/5/2017,,,,,4.5,M,C,,,,0,,,,,
719-88*B,719-88,Adoxaceae,Viburnum,opulus,,Viburnum opulus ssp. calvescens,Accepted name,"eFloras no date. Flora of China. Acanthaceae through Valerianaceae. http://www.efloras.org/volume_page.aspx?volume_id=2019&amp;flora_id=2. Missouri Botanical Garden, St. Louis, MO &amp; Harvard University Herbaria, Cambridge, MA.",,"Viburnum sargentii forma calvescens, Viburnum opulus var. calvescens",,Shrub,719-88,7/19/1988,Seed,Viburnum opulus var. calvescens,V. opulus ssp. calv.,ssp.,calvescens,Collected directly from the wild; origin known,,,,"Botanic Gardens Koishikawa, Tokyo 112, Japan",,,,,,,,,Japan,Yamagata Prefecture,,Yonezawa-shi,,,,,,,,,,,14-NW,14,NW,42.30278965,-71.123543,2.9,10/5/2017,Good,,10/5/2017,,,,,5.5,M,C,,,,0,00192930,HF,,,
7253*A,7253,Adoxaceae,Viburnum,rhytidophyllum,,Viburnum rhytidophyllum,Accepted name,"eFloras no date. Flora of China. Acanthaceae through Valerianaceae. http://www.efloras.org/volume_page.aspx?volume_id=2019&amp;flora_id=2. Missouri Botanical Garden, St. Louis, MO &amp; Harvard University Herbaria, Cambridge, MA.",,,Leatherleaf Viburnum,Intermediate (shrub/tree),7253,11/15/1907,Plant,Viburnum rhytidophyllum,V. rhyt'phyllum,,,Uncertain origin,XX,X,U,"J. Veitch &amp; Son, Chelsea, United Kingdom",469,,,,,,,,,,,,,,,,,,,,,,18-NE,18,NE,42.30137662,-71.12639336,3.1,11/1/2023,Good,,11/1/2023,,,,,3.7,M,C,,,,0,"00174333, 00174334","HR, HF, HR",,,
728-2016*B,728-2016,Adoxaceae,Viburnum,schensianum,,Viburnum schensianum,Accepted name,"eFloras no date. Flora of China. Acanthaceae through Valerianaceae. http://www.efloras.org/volume_page.aspx?volume_id=2019&amp;flora_id=2. Missouri Botanical Garden, St. Louis, MO &amp; Harvard University Herbaria, Cambridge, MA.",,,"Shaanxi Viburnum, Shensi Viburnum",Shrub,728-2016,10/25/2016,Seed,Viburnum schensianum,V. schensianum,,,Collected directly from the wild; origin known,SM,P,SA,2016 NACPEC Expedition to Sichuan,,,,,,"Aiello, Anthony; Dosmann, Michael; Gao, Yundong; Tian, Changbao; Wang, Kang",NACPEC16-008,9/14/2016,China,"Sichuan Province, Aba Prefecture / Songpan County, Huanglong",,"Huanglong Nature Preserve, Hong Miaozi",32.816027,103.917977,2920,M,45° S,Mixed coniferous-deciduous forest; heavily cut and grazed south-running valley,"Rocky, organic","Habit: shrub; Height: 2.5 m; Bark: brown; young twigs tomentose; Leaves: opposite, ovate, dentate, rugosa, scurfy beneath; Flowers: large; Fruit: cyme with red drupes turning to black",,"Abies fargesii var. faxoniana, Acer caudatum ssp. ukurunduense, Betula albo-sinensis, Juniperus sp., Larix sp., Lonicera nervosa, Philadelphus sp., Picea sp., Rosa spp., Salix spp., Sambucus adnata",19-NW,19,NW,42.3018306,-71.12521519,2.9,8/23/2024,Good,,8/23/2024,,,,,1.9,M,C,,,,0,,,,,
728-2016*D,728-2016,Adoxaceae,Viburnum,schensianum,,Viburnum schensianum,Accepted name,"eFloras no date. Flora of China. Acanthaceae through Valerianaceae. http://www.efloras.org/volume_page.aspx?volume_id=2019&amp;flora_id=2. Missouri Botanical Garden, St. Louis, MO &amp; Harvard University Herbaria, Cambridge, MA.",,,"Shaanxi Viburnum, Shensi Viburnum",Shrub,728-2016,10/25/2016,Seed,Viburnum schensianum,V. schensianum,,,Collected directly from the wild; origin known,SM,P,SA,2016 NACPEC Expedition to Sichuan,,,,,,"Aiello, Anthony; Dosmann, Michael; Gao, Yundong; Tian, Changbao; Wang, Kang",NACPEC16-008,9/14/2016,China,"Sichuan Province, Aba Prefecture / Songpan County, Huanglong",,"Huanglong Nature Preserve, Hong Miaozi",32.816027,103.917977,2920,M,45° S,Mixed coniferous-deciduous forest; heavily cut and grazed south-running valley,"Rocky, organic","Habit: shrub; Height: 2.5 m; Bark: brown; young twigs tomentose; Leaves: opposite, ovate, dentate, rugosa, scurfy beneath; Flowers: large; Fruit: cyme with red drupes turning to black",,"Abies fargesii var. faxoniana, Acer caudatum ssp. ukurunduense, Betula albo-sinensis, Juniperus sp., Larix sp., Lonicera nervosa, Philadelphus sp., Picea sp., Rosa spp., Salix spp., Sambucus adnata",19-NE,19,NE,42.3018608,-71.12500973,2.9,5/30/2023,Alive,,6/16/2022,,,,,0.5,M,,,,,0,,,,,
1834-77*G,1834-77,Adoxaceae,Viburnum,dilatatum,,Viburnum dilatatum,Accepted name,"Iwatsuki, K., T. Yamazaki, D.E. Boufford &amp; H. Ohba 1995. Flora of Japan, Vol. IIIa. Angiospermae, Dicotyledoneae, Sympetalae(a). Kodansha Ltd. 482 pp.",,Viburnum dilatatum var. macrophyllum,Linden Viburnum,Shrub,1834-77,10/19/1977,Seed,Viburnum sp.,V. dilatatum,,,Collected directly from the wild; origin known,XX,X,SA,"1977 Expedition to Korea and Japan, Korea, Republic of",,,,,,"Spongberg, S.A.; Weaver, R.E.",144,9/12/1977,Japan,"Hokkaido Prefecture, Ayukawa-cho, Hakodate City",,,,,,,,coastal scrub,,,,,13-SE,13,SE,42.30216578,-71.12493694,2.9,10/12/2017,Good,,10/12/2017,,,,,2.8,M,C,,,,0,"00223349, 00223780","HR, HF",,,
756-79*B,387-59,Adoxaceae,Viburnum,rhytidophylloides,,Viburnum x rhytidophylloides,Accepted name,"Kruessmann, G. 1986. Manual of Cultivated Broad-leaved Trees &amp; Shrubs. Vol. III. Portland, OR: Timber Press. 510 pp.",,,Lantanaphyllum Viburnum,Shrub,756-79,7/1/1979,Cutting,Viburnum x rhytidophylloides,V. x rhytidophy.,,,From a cultivated plant not of known wild origin,VO,X,VA,"Champion Nurseries, Perry, OH, United States",,,,,,,,,,,,,,,,,,,,,,,14-NW,14,NW,42.30265865,-71.12371534,2.9,10/5/2017,Good,,10/5/2017,,,,,4.1,M,C,,,,0,,,,,
7533*B,7533,Adoxaceae,Viburnum,buddleifolium,,Viburnum buddleifolium,Accepted name,"eFloras no date. Flora of China. Acanthaceae through Valerianaceae. http://www.efloras.org/volume_page.aspx?volume_id=2019&amp;flora_id=2. Missouri Botanical Garden, St. Louis, MO &amp; Harvard University Herbaria, Cambridge, MA.",,,Wooly Viburnum,Shrub,7533,12/15/1914,Plant,Viburnum buddleifolium,V. buddleifol.,,,Uncertain origin,XX,X,U,"J. Veitch &amp; Son, Chelsea, United Kingdom",,,,,,,,,,,,,,,,,,,,,,,EG-15,EG-15,,42.29943086,-71.12183213,2.11,6/7/2017,Good,,6/7/2017,,,,,3.5,C,C,,,,0,"00161917, 00161915","HR, HF, HF",,,
756-79*A,387-59,Adoxaceae,Viburnum,rhytidophylloides,,Viburnum x rhytidophylloides,Accepted name,"Kruessmann, G. 1986. Manual of Cultivated Broad-leaved Trees &amp; Shrubs. Vol. III. Portland, OR: Timber Press. 510 pp.",,,Lantanaphyllum Viburnum,Shrub,756-79,7/1/1979,Cutting,Viburnum x rhytidophylloides,V. x rhytidophy.,,,From a cultivated plant not of known wild origin,VO,X,VA,"Champion Nurseries, Perry, OH, United States",,,,,,,,,,,,,,,,,,,,,,,14-NW,14,NW,42.3026708,-71.12369443,2.9,10/5/2017,Good,,10/5/2017,,,,,5,M,C,,,,0,,,,,
759-2016*B,759-2016,Adoxaceae,Viburnum,orientale,,Viburnum orientale,Accepted name,"Davis, P.H. 1972. Flora of Turkey and East Aegean islands. Rosaceae to Dipsacaceae. Volume 4. 657 pp.",,,Eastern Viburnum,Shrub,759-2016,10/26/2016,Seed,Viburnum orientale,V. orientale,,,Collected directly from the wild; origin known,SM,P,SA,Republic of Georgia Expedition (201,,,,,,"Deisadze, G.O., Gapinski, A., Schneider, S., Shetekouri, T.",ROGE16-009,9/30/2016,Georgia,"Mtskheta-Mtianeti Region, Mtskheta District",Tbilisi National Park (Aka Saguramo Reserve),North-facing slope of Saguramo Range south of Saguramo; road to Zedazeni Monastery,41.88125,44.7799,976,M,20° N,Mature beech forest; Dense shade; Understory,Rich loam; organic,"Shrub 1 m tall, multi-stemmed, spreading; bark smooth, gray to reddish-brown; young twigs green; leaves light green, opposite, simple, with 3 lobes, coarsely serrate at margin; fruits: red ellipsoid drupes 1 cm in diameter, in terminal clusters.",,"Acer cappadocicum ssp. cappadocicum, Carpinus caucasica, Crataegus microphylla, Euonymus sp., Fagus orientalis, Hedera sp., Ilex colchica, Quercus iberica, Tilia cordata",19-NW,19,NW,42.30187095,-71.12507968,2.9,8/23/2024,Good,,8/23/2024,,,,,1,M,C,,,,0,,,,,
759-2016*D,759-2016,Adoxaceae,Viburnum,orientale,,Viburnum orientale,Accepted name,"Davis, P.H. 1972. Flora of Turkey and East Aegean islands. Rosaceae to Dipsacaceae. Volume 4. 657 pp.",,,Eastern Viburnum,Shrub,759-2016,10/26/2016,Seed,Viburnum orientale,V. orientale,,,Collected directly from the wild; origin known,SM,P,SA,Republic of Georgia Expedition (201,,,,,,"Deisadze, G.O., Gapinski, A., Schneider, S., Shetekouri, T.",ROGE16-009,9/30/2016,Georgia,"Mtskheta-Mtianeti Region, Mtskheta District",Tbilisi National Park (Aka Saguramo Reserve),North-facing slope of Saguramo Range south of Saguramo; road to Zedazeni Monastery,41.88125,44.7799,976,M,20° N,Mature beech forest; Dense shade; Understory,Rich loam; organic,"Shrub 1 m tall, multi-stemmed, spreading; bark smooth, gray to reddish-brown; young twigs green; leaves light green, opposite, simple, with 3 lobes, coarsely serrate at margin; fruits: red ellipsoid drupes 1 cm in diameter, in terminal clusters.",,"Acer cappadocicum ssp. cappadocicum, Carpinus caucasica, Crataegus microphylla, Euonymus sp., Fagus orientalis, Hedera sp., Ilex colchica, Quercus iberica, Tilia cordata",EG-16,EG-16,,,,1.18.B,5/5/2025,Alive,,5/30/2023,,,,,0.5,M,,,,,0,,,,,
164-2019*A,164-2019,Adoxaceae,Viburnum,dentatum,,Viburnum dentatum,Accepted name,"New England Wild Flower Society, Haines, A. 2011. Flora Novae Angliae. A manual for identification of native and naturalized higher vascular plants of New England. Yale University Press, New Haven and London.",,,"Smooth Arrowwood, Arrowwood viburnum, Arrow-wood Viburnum",Shrub,164-2019,5/23/2019,Plant,Viburnum dentatum,V. dentatum,,,Uncertain origin,XX,X,U,Unknown,,,,,,,,,,,,,,,,,,,,,,,BBM3-SE,BBM3,SE,42.29877838,-71.11760164,6.2,6/13/2022,Good,,,,,,,,,,,,,0,,,,,
77-90*A,77-90,Adoxaceae,Viburnum,dilatatum,,Viburnum dilatatum forma pilosulum,Accepted name,"Blackburn, B.C. 1947. Journal of the New York Botanical Garden. The Botanical Garden at Nikko. Https://www.Biodiversitylibrary.Org/item/98356#page/23/mode/1up 48(565):1-10.",,,"Form of Linden Viburnum, Linden Arrowwood",Shrub,77-90,2/17/1990,Seedling,Viburnum dilatatum f. pilosum,V. dilat. f. pilosulum,orma,pilosulum,Collected directly from the wild; origin known,,,,"U. S. National Arboretum, Washington, DC, United States",NA-55216,,,,,,,10/19/1984,"Korea, Republic of","Paekryong Island, Paekryong Myon, Ongjin Gun, Kyong Gi Do",,along main road midway between Chunghwa Dong village and Yonji Dong,,,80,M,,"in NE-SW stream valley in sun, moist soil",,,"(as seed) rounded deciduous shrub branching from base, 1.5 m tall and wide; lvs. thick and leathery, shiny, 7-8 mm diameter",,DGB-16,DGB-16,,42.30270517,-71.12440121,1.18.A,8/16/2024,Good,,8/16/2024,,,,,3.8,M,C,,,,0,00169408,HR,,,
164-2019*D,164-2019,Adoxaceae,Viburnum,dentatum,,Viburnum dentatum,Accepted name,"New England Wild Flower Society, Haines, A. 2011. Flora Novae Angliae. A manual for identification of native and naturalized higher vascular plants of New England. Yale University Press, New Haven and London.",,,"Smooth Arrowwood, Arrowwood viburnum, Arrow-wood Viburnum",Shrub,164-2019,5/23/2019,Plant,Viburnum dentatum,V. dentatum,,,Uncertain origin,XX,X,U,Unknown,,,,,,,,,,,,,,,,,,,,,,,BBM3-SE,BBM3,SE,42.29875485,-71.1175709,6.2,6/13/2022,Good,,6/13/2022,,,,,2,M,C,,,,0,,,,,
17974*A,17974,Adoxaceae,Viburnum,rafinesquianum,,Viburnum rafinesquianum,Accepted name,"Kruessmann, G. 1986. Manual of Cultivated Broad-leaved Trees &amp; Shrubs. Vol. III. Portland, OR: Timber Press. 510 pp.",,,Rafinesque Viburnum,Shrub,17974,01-05-1880,Seed,"Viburnum pubescens, Viburnum affine hypomalacum, Viburnum rafinesquianum",V. rafinesq.,,,From a cultivated plant not of known wild origin,S,X,S,"Harvard Botanic Garden, Cambridge, MA, United States",,,,,,,,,,,,,,,,,,,,,,,15-SW,15,SW,42.30215717,-71.12151206,1.2,8/6/2018,Good,,8/6/2018,,,,,2.3,M,C,,,,0,"00174290, 00193772","HF, HR",,,
744-88*B,634-56,Adoxaceae,Viburnum,schensianum,,Viburnum schensianum,Accepted name,"eFloras no date. Flora of China. Acanthaceae through Valerianaceae. http://www.efloras.org/volume_page.aspx?volume_id=2019&amp;flora_id=2. Missouri Botanical Garden, St. Louis, MO &amp; Harvard University Herbaria, Cambridge, MA.",,,"Shaanxi Viburnum, Shensi Viburnum",Shrub,744-88,7/22/1988,Cutting,Viburnum schensianum,V. schensianum,,,From a cultivated plant of known (indirect) wild origin,VO,,V,"Mr. William Purdom, Arnold Arboretum, Jamaica Plain, MA, United States",,,,,,"Purdom, W.",734,,China,,,,,,,,,,,,,,EG-13,EG-13,,42.29914547,-71.12188024,2.11,6/7/2017,Excellent,,,,,,,,,,,,,0,,,,,
79-90*A,79-90,Adoxaceae,Viburnum,sargentii,,Viburnum sargentii,Accepted name,"Kruessmann, G. 1986. Manual of Cultivated Broad-leaved Trees &amp; Shrubs. Vol. III. Portland, OR: Timber Press. 510 pp.",,,Sargent Cranberrybush,Shrub,79-90,2/17/1990,Seedling,Viburnum sargentii,V. sargentii,,,Collected directly from the wild; origin known,,,,"U. S. National Arboretum, Washington, DC, United States",NA-56672,,,,,,,10/9/1985,"Korea, Republic of","Jeollabuk-do [Cholla Pukto], Puan Gun, Sangso Myon, Chongnim-ri, Soun village",,,35.633333,126.616667,40,M,,"locally common on hummocks in bog at edge of woods and in wet soil beside small stream, sun and part shade, with Photinia villosa",,,"(as seed) multi-stemmed decid. shrub to 3 m tall suckering to form thickets; stems erect or slightly arching, yellowish; lvs. lustrous yellow-green turning red above, paler, dull, with red veins beneath; petioles reddish; frt. glossy bright red, juicy, 10 mm long, 9 mm diam",,EG-14,EG-14,,42.2993115,-71.12173836,2.11,6/7/2017,Good,,,,,,,,,,,,,1,"00223021, 00184675","HF, HF",,,
77-90*B,77-90,Adoxaceae,Viburnum,dilatatum,,Viburnum dilatatum forma pilosulum,Accepted name,"Blackburn, B.C. 1947. Journal of the New York Botanical Garden. The Botanical Garden at Nikko. Https://www.Biodiversitylibrary.Org/item/98356#page/23/mode/1up 48(565):1-10.",,,"Form of Linden Viburnum, Linden Arrowwood",Shrub,77-90,2/17/1990,Seedling,Viburnum dilatatum f. pilosum,V. dilat. f. pilosulum,orma,pilosulum,Collected directly from the wild; origin known,,,,"U. S. National Arboretum, Washington, DC, United States",NA-55216,,,,,,,10/19/1984,"Korea, Republic of","Paekryong Island, Paekryong Myon, Ongjin Gun, Kyong Gi Do",,along main road midway between Chunghwa Dong village and Yonji Dong,,,80,M,,"in NE-SW stream valley in sun, moist soil",,,"(as seed) rounded deciduous shrub branching from base, 1.5 m tall and wide; lvs. thick and leathery, shiny, 7-8 mm diameter",,DGB-16,DGB-16,,42.30270852,-71.12438196,1.18.A,8/16/2024,Fair,,8/16/2024,,,,,3.3,M,C,,,,0,"00169409, 00223017","HR, HF, HF, HV",,,
815-41*C,794-31,Adoxaceae,Viburnum,burkwoodii,,Viburnum x burkwoodii,Accepted name,"Kruessmann, G. 1986. Manual of Cultivated Broad-leaved Trees &amp; Shrubs. Vol. III. Portland, OR: Timber Press. 510 pp.",,,Burkwood Viburnum,Shrub,815-41,12/4/1941,Cutting,"Viburnum burkwoodi, Viburnum x burkwoodii",V. x burkwood.,,,From a cultivated plant not of known wild origin,VO,X,VA,"Mrs. J. Norman Henry, Gladwyne, PA, United States",,,,,,,,,,,,,,,,,,,,,,,13-SW,13,SW,42.30197385,-71.12509332,2.9,8/23/2024,Good,,10/5/2017,,,,,2,M,C,,,,0,"00161931, 00161929","HR, HR, HF",,,
814-90*B,814-90,Adoxaceae,Sambucus,canadensis,,Sambucus canadensis,Accepted name,"Kruessmann, G. 1986. Manual of Cultivated Broad-leaved Trees &amp; Shrubs. Vol. III. Portland, OR: Timber Press. 510 pp.",,,"Elderberry, American Elder",Shrub,814-90,9/28/1990,Seed,Sambucus canadensis,Samb. canad.,,,Collected directly from the wild; origin known,,,,"Reeseville Ridge Nursery, Reeseville, WI, United States",,,,,,"Kromm, Darrell J.",,8/12/1990,United States,"Wisconsin, Dodge County",,,,,,,,Moist loam; sun; pH 6.7,,,,,19-NW,19,NW,42.30183595,-71.12538211,2.9,9/3/2024,Good,,9/3/2024,,,,,4,M,C,,,,0,,,,,
18008*MASS,18008,Adoxaceae,Viburnum,dentatum,,Viburnum dentatum var. venosum,Accepted name,"New England Wild Flower Society, Haines, A. 2011. Flora Novae Angliae. A manual for identification of native and naturalized higher vascular plants of New England. Yale University Press, New Haven and London.",,Viburnum venosum,Southern Arrowwood,Shrub,18008,09-15-1888,Plant,"Viburnum molle, Viburnum venosum, Viburnum pubescens, Viburnum dentatum pubescens",V. dent. venosum,var.,venosum,Collected directly from the wild; origin known,XX,X,SA,"Mr. Jackson T. Dawson, Arnold Arboretum, Jamaica Plain, MA, United States",,,,,,"Dawson, J. T.",,,United States,"Massachusetts, Nantucket",,,,,,,,(Coll. as plants and seeds),,,,,13-SE,13,SE,42.30229608,-71.12440159,2.9,10/11/2017,Fair,,10/11/2017,,,,,2.1,M,C,,,,0,,,,"Michael J. Donoghue and Schmerler, S., 19 Oct 2011, Viburnum dentatum var. venosum, 3",
18016-1*A,18016,Adoxaceae,Viburnum,plicatum,,Viburnum plicatum,Accepted name,"eFloras no date. Flora of China. Acanthaceae through Valerianaceae. http://www.efloras.org/volume_page.aspx?volume_id=2019&amp;flora_id=2. Missouri Botanical Garden, St. Louis, MO &amp; Harvard University Herbaria, Cambridge, MA.",,,"Japanese Snowball Viburnum, Japanese Snowball",Shrub,18016-1,7/15/1903,Cutting,"Viburnum tomentosum plicatum, Viburnum tomentosum dilatatum, Viburnum tomentosum sterile, Viburnum plicatum",V. plicatum,,,From a cultivated plant not of known wild origin,VO,X,VA,"S. B. Parsons &amp; Son, Flushing, NY, United States",,,,,,,,,,,,,,,,,,,,,,,13-SE,13,SE,42.30194833,-71.1248291,2.9,10/12/2017,Good,,10/12/2017,,,,,2.1,M,C,,,,0,00184638,HF,,,
1804-77*F,1804-77,Adoxaceae,Viburnum,dilatatum,,Viburnum dilatatum,Accepted name,"Iwatsuki, K., T. Yamazaki, D.E. Boufford &amp; H. Ohba 1995. Flora of Japan, Vol. IIIa. Angiospermae, Dicotyledoneae, Sympetalae(a). Kodansha Ltd. 482 pp.",,Viburnum dilatatum var. macrophyllum,Linden Viburnum,Shrub,1804-77,10/18/1977,Seed,"Viburnum cf. wrightii, Viburnum wrightii, Viburnum dilatatum",V. dilatatum,,,Collected directly from the wild; origin known,XX,X,SA,"1977 Expedition to Korea and Japan, Korea, Republic of",,,,,,"Spongberg, S.A.; Weaver, R.E.",500,10/13/1977,"Korea, Republic of","Jeollanam-do [Cholla-namdo], Mudeung-san",,behind the city of Kwangju,,,,,,,,,,,15-SW,15,SW,42.30190767,-71.12098642,1.2,8/6/2018,Good,,,,,,,,,,,,,0,00223035,HF,,"Dirr, M. &amp; Schulhof, R., 01 Oct 1989, Viburnum dilatatum, -1; Spongberg, S., 04 Oct 1991, Viburnum dilatatum, 2",
832-63*MASS,15570,Adoxaceae,Viburnum,schensianum,,Viburnum schensianum,Accepted name,"eFloras no date. Flora of China. Acanthaceae through Valerianaceae. http://www.efloras.org/volume_page.aspx?volume_id=2019&amp;flora_id=2. Missouri Botanical Garden, St. Louis, MO &amp; Harvard University Herbaria, Cambridge, MA.",,,"Shaanxi Viburnum, Shensi Viburnum",Shrub,832-63,8/1/1963,Cutting,Viburnum schensianum,V. schensianum,,,From a cultivated plant of known (indirect) wild origin,VO,X,VA,"Mr. William Purdom, Arnold Arboretum, Jamaica Plain, MA, United States",,,,,,"Purdom, W.",734,,China,,,,,,,,,,,,,,19-SW,19,SW,42.30088437,-71.12519057,2.7,10/5/2017,Good,,10/5/2017,,,,,2.2,M,C,,,,0,,,,,
798-65*A,633-65,Adoxaceae,Viburnum,erubescens,,Viburnum erubescens var. gracilipes,Accepted name,"Kruessmann, G. 1986. Manual of Cultivated Broad-leaved Trees &amp; Shrubs. Vol. III. Portland, OR: Timber Press. 510 pp.",,,Variety of Viburnum,Shrub,798-65,3/29/1965,Cutting,Viburnum erubescens gracilipes,V. erub. var. grac.,var.,gracilipes,From a cultivated plant not of known wild origin,V,X,VA,"Hillier Nurseries (Winchester) Ltd., Romsey, Hants. SO5 9PA, United Kingdom",,,,,,,,,,,,,,,,,,,,,,,19-NW,19,NW,42.30181865,-71.12528494,2.9,9/3/2024,Fair,,9/3/2024,,,,,4.3,M,C,,,,0,,,,"Michael J. Donoghue and Schmerler, S., 19 Oct 2011, Viburnum erubescens var. gracilipes, 3",
80-81*B,80-81,Adoxaceae,Viburnum,hupehense,,Viburnum hupehense,Accepted name,"no date. Virtual Viburnum. A Cyber-Enabled Global Monograph of Viburnum (Adoxaceae, Dipsacales). Yale University.",,Viburnum wilsonii,"Hupeh Viburnum, Hubei Viburnum, Hupeh Viburnum",Shrub,80-81,12/29/1980,Seed,"Viburnum hupehense ssp. hupehense, V. hupehense",V. hupehense,,,Collected directly from the wild; origin known,,,,1980 Sino-American Botanical Expedi,,,,,,1980 S.A.B.E.,241,8/28/1980,China,"Western Hubei, Shennongjia Forest District",,along Miaogou canyon,31.5,110.5,1900,M,,in thicket on bank above stream,,"Shrub ca. 2-3 m tall, with arching branches. Fruits orange-red.",,,19-NW,19,NW,42.30177524,-71.1253319,2.9,9/3/2024,Good,,9/3/2024,,,,,3.8,M,C,,,,0,,,,,
